사원ID,부서,성과등급,근속연수,교육참가횟수,평균만족도
hz2knxgbki,YD,B,17.0,23,0.0
zdfgtvbg1j,YB,S,15.0,10,4.5
8hgahxx6oh,YA,C,6.0,4,1.6
hbgqjp95zj,YG,C,10.0,11,
eebc3qbtit,XX,C,5.0,4,1.1
fhphixer1p,YG,C,5.0,3,1.6
y0pi9afcm5,YG,A,17.0,13,1.1
hkghh2lbe3,YD,A,,9,4.5
whi8jkum8w,XX,B,16.0,14,4.5
rgb71hway5,XX,A,5.0,5,0.5
bs3ry0klzr,YB,S,7.0,6,0.7
st9bjmjz7l,YF,S,17.0,11,4.3
gy6nj2u3o5,YC,C,5.0,3,2.0
byc8gljpv8,XZ,S,7.0,7,0.8
gwzo532bz2,XZ,B,6.0,4,2.6
agttvvghde,YD,A,,16,
962py1551t,YC,A,17.0,17,1.1
6i8ezikc82,YF,A,11.0,8,3.6
fa3p3tjj6c,YC,S,10.0,15,3.2
pn3gfn6xe6,YB,A,5.0,2,0.5
z684mp52df,YG,C,15.0,20,4.6
rsb42t1ie2,YD,C,5.0,4,2.8
qbvnpy6kcf,XX,C,13.0,14,1.3
taqx2vhbem,YD,S,11.0,5,1.0
3ni94drwcb,XZ,A,5.0,5,0.7
6rr6e2a2co,YF,S,19.0,15,2.1
ltq9pvji1f,YC,A,14.0,20,0.7
dkh44qf3n9,YF,B,14.0,16,2.1
jr8kdyt4wd,YB,B,15.0,21,0.7
rr7mkni5x1,YD,S,19.0,24,3.3
pifgyiiuyo,YA,C,2.0,2,3.9
0nn22iotty,YD,S,17.0,11,
gnnw0givvv,XX,C,16.0,11,3.4
nd5x3cykwd,YD,A,6.0,9,4.7
znlqto8ewp,YE,C,7.0,6,3.2
kpeqhksm8c,YB,C,7.0,5,1.8
z1wsq7zy8w,XY,A,4.0,2,2.2
9mpudgxhl6,YB,B,17.0,20,4.3
gado609wc0,YC,A,13.0,7,0.7
d6zzw09oil,XY,S,5.0,5,1.6
5vvwzx5d8p,YC,S,2.0,2,2.9
6izt68ec9r,YC,S,5.0,7,3.4
d272hjej3g,XX,S,2.0,1,3.8
pxfa2hqdby,XX,S,9.0,11,1.6
6zi71h66qt,YG,B,6.0,4,
xtfmdvdo6a,XZ,B,3.0,1,4.8
enfzc9mwbi,YG,C,13.0,10,0.4
vfo68skvgz,YG,S,18.0,12,0.5
nuuq8a84am,XZ,A,8.0,8,2.5
thxrdk1e5q,YA,S,12.0,10,4.1
0hk5t37bpr,XY,B,5.0,3,3.9
nw357d7hhh,YF,S,6.0,4,4.7
00yops64bz,YG,B,7.0,9,0.7
cl34b7k0wv,YD,C,12.0,17,1.9
r6vpv1l3g2,YD,C,2.0,2,1.4
zhap1ad7cm,YC,C,11.0,13,4.3
uuuc7dwjuo,XZ,B,12.0,17,2.4
v932139ac8,YC,S,18.0,19,0.1
cxb0cycpmp,YE,S,9.0,4,
dmnywhhjzo,YE,A,14.0,12,1.9
5ujjkh7x08,YF,B,19.0,26,
6k3zse0gd2,XX,A,17.0,15,4.5
fhtoydb4zs,XX,C,3.0,2,1.3
wjlg63tpyj,XZ,S,6.0,5,1.2
8wsjdoqica,XZ,B,19.0,17,1.3
p02nt3r50f,YG,A,4.0,3,1.7
ue510j8dd7,YE,A,18.0,13,
7jdhxysyb6,YG,A,17.0,14,3.5
k483djnikc,XX,S,7.0,8,1.0
j4k1byjcl6,XY,S,20.0,24,4.6
m04gbcdg28,XY,S,8.0,8,1.1
3w77tvojy2,XZ,B,19.0,12,1.3
kezhpv8nlq,YC,S,15.0,22,1.5
5ajneqix2r,XX,B,7.0,5,3.8
k2pn5oeeel,XY,A,9.0,4,2.1
u4v4bdrojz,XX,A,16.0,8,
g9ho8jvnzp,YB,C,16.0,21,3.9
z9q4oyowth,YD,S,16.0,16,4.6
3mobwt3kxr,YE,A,17.0,19,
1ldjrdgly4,YG,S,2.0,2,0.3
z5p53r3q17,XX,B,12.0,14,4.2
q924822rj5,YD,A,6.0,8,
v5lkcl8t5v,YB,S,6.0,8,5.0
5s9zb80p5t,YG,A,7.0,6,0.6
zbkgo7pt0f,XX,A,3.0,1,3.1
xdt2b0fio1,XZ,S,7.0,6,1.0
8rbauueafx,YD,A,15.0,22,1.3
99ig29agw4,YG,A,12.0,14,3.7
cj9r3eiju1,XX,A,5.0,3,4.9
c0zaqxv6vy,YD,A,10.0,5,3.0
h3ixxqyyia,YB,B,4.0,6,4.3
1c26hh6d34,XX,A,17.0,17,0.0
9rme30rds5,XX,C,12.0,13,0.2
bq7y2eb84h,XX,A,5.0,7,3.0
d28izhfcp7,YF,S,2.0,1,1.9
6xpgn9ksjj,XZ,C,17.0,19,4.4
0r5zrxbkqo,YB,B,20.0,26,1.5
sxjpge36cx,YG,C,,19,2.2
wsqgnyxf4q,YF,C,12.0,15,2.6
pzb1g5rj2e,YC,C,9.0,12,1.4
a9zjk19mig,YF,S,2.0,3,4.5
i4yvk9umi1,YE,S,10.0,15,2.3
zeoxendife,YE,S,13.0,14,2.1
rhohvtovrb,XX,B,9.0,9,4.2
ucuepm0ebb,YF,S,18.0,21,1.6
brlj56eg0d,YC,S,11.0,6,4.1
etv4q66hwn,YF,C,8.0,7,0.6
a7wkr2o5jo,XZ,S,20.0,16,
jwudvsweg5,XZ,A,7.0,3,
qcxma2qsuo,YC,S,20.0,12,4.2
sn85crtd11,YF,B,19.0,28,1.9
fnrsh32zns,YD,B,16.0,19,3.2
v0l8w5jgbv,XZ,A,3.0,1,4.7
52s3h8c43i,XZ,B,15.0,18,1.1
kujy7s0tlp,XY,B,11.0,7,0.3
vfrnccjk0c,YF,C,17.0,12,2.7
f8bdb99ldp,XZ,A,8.0,4,0.7
ze28eyd3up,YB,C,,12,0.9
od4izh3yhb,YF,C,11.0,14,4.5
45235bglkz,YE,S,16.0,17,0.0
9oudxurxef,XY,A,9.0,7,4.1
9s0nwipgpj,XZ,S,14.0,19,2.6
pav1cpr6w6,XY,S,13.0,14,2.8
9rcks8on3z,YE,C,9.0,7,3.4
0k6kut49bm,YC,B,16.0,21,2.2
l49jclbwll,YC,A,13.0,6,0.6
g9uog9k8pt,YF,B,12.0,17,0.5
862v2rksj5,YE,C,20.0,14,3.8
cjanu5dbof,YA,C,15.0,19,1.1
sdx9vnv5q2,YA,C,19.0,11,0.1
hncqv0d11g,YF,C,14.0,11,
v2iav2o9xc,XX,C,5.0,4,4.9
rjjla1w05i,XY,C,18.0,27,1.9
5z52k30wh6,XY,B,20.0,26,0.1
z4cfji490d,YC,S,10.0,6,3.6
25d65w9og7,YA,B,8.0,5,4.2
46ejzacv0k,YG,A,2.0,1,0.6
kv2i4eobtn,XZ,B,8.0,10,0.7
r5sai44q6u,XZ,C,8.0,11,4.1
an0vl137sp,XZ,B,8.0,5,4.6
azrzbbk363,YC,S,9.0,12,4.0
rhbtltn0lt,YE,A,17.0,17,
fj5byey35w,YD,B,4.0,6,2.1
5fvaojte3v,YA,S,,8,3.0
j4za10zq95,YA,B,11.0,16,0.8
ogt6ogyj2g,YG,A,19.0,25,1.1
989gjj7twr,XY,B,8.0,12,1.4
d7gv9mcu38,XX,C,6.0,7,2.5
rc383hzq0f,YF,B,8.0,7,2.6
ajs27xhjad,XY,S,18.0,15,4.1
gnh1mlgnih,YE,B,5.0,5,3.8
kkzjhbawzp,YF,S,17.0,10,4.6
s3fdtk8xuc,YA,A,20.0,25,4.2
ezk8v0rfa4,YE,B,11.0,7,1.3
8f757cjlt9,YF,A,4.0,5,1.7
d1dg0gfz24,YG,A,4.0,3,2.5
6pwbmone2y,YG,B,18.0,22,0.1
0s5h1g91m6,YB,S,11.0,14,4.5
yudd8f4fqx,YD,A,18.0,18,0.2
78um2roayo,YG,A,18.0,27,
6bsmtccz66,YA,B,5.0,4,
yb4lqtnz2e,XX,B,7.0,4,2.6
7gowuvytxc,XZ,B,13.0,16,
l61telhhlt,YB,B,18.0,17,2.6
indxcwsmle,XZ,B,18.0,27,1.1
wkgdsi3rrl,YD,C,11.0,8,1.0
c4esgsk7jt,YF,B,8.0,6,4.5
482l2xj85r,YC,S,17.0,10,
uvqh9581rt,YG,A,14.0,14,1.4
jt6ctj43hr,XX,S,4.0,6,2.1
m3uttdjx06,YD,S,3.0,1,0.7
d1yvi15u5c,XZ,C,17.0,13,2.5
e0jchuxsad,YB,B,7.0,6,3.3
uf2b30y34d,YG,A,7.0,3,3.9
dokkqdq6t7,YA,S,14.0,10,3.6
l7zmppt5cf,YG,B,8.0,11,0.7
jobny6jv7c,YB,B,6.0,8,2.3
qvuvraihge,YB,C,8.0,5,0.2
bz92f49n4h,YC,C,3.0,3,0.1
17lx9tmdfg,YG,C,18.0,15,2.2
b3y5jflz0y,YG,A,14.0,17,1.3
uadnl5erdp,YC,S,17.0,18,3.4
kidavpjvab,YE,C,3.0,4,3.6
f6qpgkz1uj,YE,C,6.0,6,4.5
e8uvob7wob,YF,C,19.0,24,3.8
dayj4al9t2,YE,S,8.0,8,0.2
wtzj9b2c5r,XY,S,12.0,13,1.9
62bkpvbemu,YG,C,12.0,12,1.4
dm85il998s,XX,C,18.0,24,1.9
1o1yqrm6ju,YG,B,17.0,22,0.8
gpek05j94c,XY,C,14.0,11,0.5
hjyhgkrvlz,XY,A,6.0,3,2.6
ce03cyurbq,XZ,A,17.0,16,3.6
ria7x9ye0e,YG,C,17.0,12,3.5
txeoqn6b9o,YD,S,17.0,13,2.3
ozyynr4fgn,XY,B,15.0,9,2.6
az8tbuh3va,XX,S,7.0,8,2.6
bey7k67n6i,YC,C,3.0,4,3.5
t5vhga113t,YF,A,15.0,18,0.2
v2afa0u5m0,XZ,B,17.0,13,3.5
7pq8tupx8r,YC,S,14.0,18,2.9
gyxoaott7w,XZ,S,16.0,23,1.0
n163abr2ui,XX,C,13.0,16,0.2
qsuo5aszob,YB,B,10.0,9,0.5
7e5mc8e31l,YG,A,19.0,11,2.6
9jucbfp1q7,YA,C,15.0,7,3.8
xzgjqlzu6c,YD,B,5.0,6,1.7
vqgkqa3bpy,YC,S,9.0,9,1.9
hbluri4k57,YG,C,9.0,9,4.7
jcajcvymwm,YD,S,17.0,22,1.1
55caltdp59,YB,S,11.0,7,0.5
4c9uaavl9q,YA,C,18.0,10,1.7
qj4wp6vdfm,YD,C,2.0,3,3.7
6i0rs956hb,YD,C,19.0,16,
1dht6xzh24,YC,C,11.0,10,2.1
noyr5y099h,YE,C,5.0,4,4.8
4tji1dz73o,YA,S,2.0,3,3.7
360wpk0u05,YG,A,5.0,5,0.3
pt6k55q9zf,YB,A,5.0,7,3.7
cp2jj95373,YA,C,5.0,2,0.1
egt67bzqf3,XX,S,18.0,13,3.3
6tl8ktkm62,YE,A,10.0,8,1.1
2s3vt0bjk1,XX,A,20.0,19,3.5
2d09s3f2uv,YB,A,14.0,9,1.5
vkqq5awbke,YC,S,5.0,3,4.4
ab1jeo19ww,YC,C,6.0,8,1.7
azdycdsdb2,YB,C,14.0,20,3.1
ihh36fp51g,XZ,C,17.0,17,1.4
lk4l0y88ic,YB,B,6.0,9,4.6
x7rciunwt5,YE,B,9.0,5,
srih80um4a,XY,B,17.0,13,1.2
g29tiqgsua,YC,S,,3,
sflt15czn2,YF,A,7.0,5,1.8
n8ofa4wbgr,YE,A,12.0,10,
4r9w688inh,YE,S,17.0,14,3.7
z2r67qgeen,YE,S,,9,0.1
jpg97rccke,YD,C,17.0,17,4.8
27qlwd7w91,YE,C,8.0,4,1.7
l5k0pe9pre,YC,B,20.0,20,0.9
bor3qplf9e,XY,B,2.0,3,4.3
thbk9sxtk9,XY,S,10.0,11,3.5
8v1rfjvuwb,YE,B,19.0,14,0.4
6w62lxsjax,XX,A,14.0,12,0.6
2vw7zcy07b,YC,S,16.0,20,3.6
4tbry9lap0,YC,S,4.0,6,0.4
288g9ke2yo,YA,A,11.0,6,4.6
3pbvcqjbc2,YG,C,10.0,7,3.7
bm6qou9n6e,XZ,C,,9,1.7
k5nzwnzncm,XZ,A,17.0,25,1.8
jtpnt4hdpv,XX,A,4.0,2,2.5
iztvr5yuvf,XZ,B,16.0,13,1.8
ps2wngvoe9,YA,S,18.0,10,3.9
yqxyzus60x,YB,B,15.0,9,4.9
jkjrd0wq29,XZ,A,8.0,9,2.9
u85mkpcpov,YC,B,17.0,22,2.2
bmdnog1mnr,YB,A,9.0,9,1.1
j2yxd7hzxw,XZ,B,5.0,5,3.3
79od5z90ld,YC,B,16.0,10,3.4
7x2grein7m,YC,C,6.0,5,3.4
o9fe0ufjad,YE,A,14.0,14,0.1
mviqo9byya,XY,B,7.0,3,4.5
yi8la7bj35,XX,S,6.0,8,1.7
81zkynmqzr,YA,B,18.0,26,3.7
t5l2e5w299,YD,B,8.0,4,
82m6olg6sf,YG,S,7.0,5,3.3
cdghjelxp6,XZ,A,3.0,3,2.0
z1z75e919d,XZ,C,12.0,13,3.0
2e4xjvkgsu,YB,C,8.0,8,0.2
dnhya2nprp,YB,C,9.0,4,
j6q2lkom9w,YG,S,6.0,5,0.5
f5qbbvfczz,XZ,B,19.0,12,2.0
6ac7cfpv5l,YF,A,17.0,14,0.5
maegywes2g,YA,B,15.0,11,4.2
jmsg9iuw2m,XZ,C,13.0,15,2.8
kdpndcw985,XY,B,18.0,24,3.5
35ib3eydxr,YG,S,6.0,8,3.4
6427fcc7yn,YF,S,15.0,20,4.2
jfuvp7dk5r,YA,A,7.0,4,0.7
lklnj3wqqj,XZ,A,16.0,9,3.3
yrc8o0m60j,YD,C,8.0,12,2.9
4b00v984mg,YE,A,15.0,21,0.2
3hq9tnlul9,XY,B,19.0,26,1.0
2njhwi0hiu,YD,S,2.0,2,1.3
olqyo6jdi8,YB,S,7.0,7,0.4
mdb3ocvm5h,YB,S,4.0,5,1.8
wno52ndo2u,XZ,A,6.0,4,0.1
yduu0h9nbi,YB,S,13.0,6,2.8
2vgo2ukxkn,XY,S,12.0,18,1.1
prpe2jv6kb,YA,S,14.0,18,1.4
0iskql3b4x,YC,C,17.0,19,4.6
rvhec4ezfy,XX,C,19.0,11,2.5
o6eoctvqy1,YG,A,18.0,15,1.3
t5jl6qw2kv,YA,S,18.0,9,3.0
tpnk539vne,YC,A,12.0,10,1.0
8y5jz1wikv,YF,S,11.0,9,0.4
glegr266xc,XY,S,17.0,8,0.1
nkztiea6xj,YD,S,3.0,4,4.8
56excy87jq,YC,A,18.0,9,3.6
1sf9j5ud51,XY,A,11.0,5,
s5yo7hrbq1,YE,S,14.0,18,4.9
kymibz8f0t,YD,B,13.0,12,4.7
3u1plr43av,YB,A,16.0,10,3.7
fwxkvxd8o5,YB,C,8.0,5,3.5
oxf9k6u95q,YD,A,14.0,16,1.7
6dcj4zotg3,YF,S,13.0,9,0.5
1qphx9prj1,YF,B,13.0,19,2.9
goztlmx6s9,YF,S,3.0,2,2.9
4rydr4ocia,YC,C,6.0,5,4.8
heakwxgvue,YG,A,3.0,4,2.2
x3zgkbscjc,YC,A,14.0,13,3.5
etlm776jer,XZ,S,4.0,5,2.9
8u5suke8v1,XX,S,12.0,17,0.9
mbobw7xfv1,YD,C,17.0,24,3.0
9lucwabxrp,YA,B,2.0,2,2.7
5wuive1j8l,XX,C,20.0,24,2.5
zou9cfnqlj,YE,B,12.0,7,2.6
rr06bw3u5g,YC,A,10.0,12,0.8
3dgzucakuv,YC,B,15.0,20,2.3
h3ojrttta9,XY,B,,9,3.0
kvm2pj9gtj,XX,A,8.0,6,2.4
vbmmlf0aw3,XY,A,17.0,17,2.4
t8hkysbx83,YA,A,4.0,4,0.4
xgjw3euf5o,XY,C,20.0,24,1.0
3oaj1szz5y,XX,A,5.0,3,1.6
h3gbjcscht,YD,S,8.0,8,2.1
sknnci32zu,YE,A,13.0,16,3.0
mfvrxu0dz9,YC,A,19.0,16,4.3
uqf6blgjiq,YA,A,6.0,7,0.8
v6aslsvtrt,YC,B,11.0,15,0.1
pda49les0l,XZ,C,13.0,6,2.2
lhexypztt4,YE,A,9.0,4,2.2
aj2th5e0du,YG,C,,28,2.8
mngszisdwy,XY,S,16.0,23,4.2
au1xpksj7f,YB,S,2.0,3,4.0
w3tcczx7pg,XX,A,4.0,6,
iktjrtlbvu,YC,S,19.0,12,4.7
bzkdaml5kt,XY,C,19.0,19,0.6
14elp57xgm,YA,B,3.0,2,3.2
89dkk74nn6,YC,A,6.0,4,3.4
ftjq9udvyz,YG,S,,2,3.4
250dd8d4sv,YE,C,11.0,5,1.3
04yxkhxohd,YE,C,11.0,13,1.7
o056aduel3,YC,S,6.0,8,2.7
dba3hbb7sa,YA,C,19.0,15,1.0
dnp84kyygd,YE,C,16.0,17,0.1
mfygn1sm3e,YE,A,9.0,6,2.8
6geh0hlqyu,YG,C,18.0,10,2.3
loikoe6zix,XX,S,13.0,19,
qd94213ndo,YA,A,13.0,8,0.7
pk47yububy,YA,S,2.0,3,4.2
5j75s7wm29,YD,B,5.0,6,0.7
95c8z7qul9,YD,S,9.0,6,4.5
9lq78n6046,YE,S,2.0,1,2.2
br4awb5j7u,YB,A,16.0,9,2.7
yqyd4scq4t,YD,C,19.0,14,4.5
dlerzcagai,YE,S,2.0,2,1.5
62j5zhpfel,YF,A,12.0,12,0.9
2noqa498yz,XZ,B,3.0,2,2.2
l54q6seied,XZ,A,2.0,2,1.2
oahyy2q53q,YA,A,13.0,16,2.6
3jpepm2nz8,YB,C,,10,1.4
fhf25u94hn,YG,S,11.0,13,4.3
pactfffjxq,XX,B,19.0,16,3.0
6xpy9vheq7,YD,A,16.0,18,0.0
e0uyoyhrwd,YF,S,18.0,26,4.0
o6u8ewd1oc,YE,S,,5,1.7
3eei09b80c,YB,A,4.0,5,1.6
6hdpkvglcf,YA,S,17.0,11,1.9
aisvrmnuny,YD,A,7.0,6,3.2
rhpgy02s6m,YB,A,4.0,3,2.2
vsjdz71r4d,YD,A,10.0,15,3.1
rbix6s58tq,XX,B,12.0,7,0.7
sej1snes8s,XX,A,14.0,13,4.9
zq7luii3hy,YG,C,19.0,23,
o78vzx2yrd,XZ,S,5.0,4,1.3
uxl4lc6dza,XY,B,9.0,10,3.6
7s9733smeu,XY,S,14.0,13,2.9
wlipw34ohz,YD,B,11.0,5,0.5
s7ga1p4ere,YG,C,3.0,2,0.9
raiz97269r,XY,B,9.0,7,0.2
b6z8hqpbu2,YA,B,7.0,5,4.0
04y3sy1nn3,XY,B,17.0,23,2.8
v50gg5e35u,YC,S,,24,1.6
4wktqno3j5,YE,A,18.0,16,
zo8nwehvgn,YG,S,7.0,5,2.4
v6ofoeclhu,YA,A,14.0,10,2.6
lmsxl2opsg,YB,S,15.0,21,3.5
148z0e0weq,YA,C,11.0,5,4.8
7zqpg6wgmj,XZ,C,12.0,15,2.2
ra0a7la687,YB,B,14.0,8,2.0
qiru5berpx,YF,C,13.0,12,
qukfyog1an,YE,B,10.0,15,4.1
lg2m3fkyij,YE,A,5.0,5,0.8
cx7ox4dmdk,YE,C,8.0,10,1.7
5qb8wafd96,YE,A,,1,3.6
5rkb5o5t6c,YD,S,8.0,12,0.1
811ppdmb7n,YE,A,10.0,14,1.4
dxnebx2ec2,YE,S,6.0,3,3.2
uce1rzjld2,YE,A,16.0,16,0.9
ouc11x88t0,YG,A,19.0,14,
gdykl4mx98,YD,C,5.0,2,2.4
9d2tswlo8g,XX,A,20.0,21,2.1
k2x3mkwaub,YA,C,8.0,10,0.5
85hl2z1vrr,YA,C,9.0,7,4.7
bx6da4fdkf,YB,B,18.0,22,0.2
8908s7liah,YG,B,14.0,17,3.7
wvc2ktw6b1,YC,S,12.0,9,0.4
j4oqsd5nok,YA,A,2.0,3,2.3
ivkpip72az,XY,S,3.0,3,0.9
f9f3ngkul8,YC,A,18.0,16,0.7
k5mx5xhpcr,YE,B,6.0,8,0.6
fuq7moou29,YE,B,7.0,10,2.3
8r3m9socnq,YD,A,8.0,5,2.6
f4uirkr5mh,YC,A,16.0,21,0.7
xyipjnzjsw,XY,B,20.0,19,4.9
x2hpo3tzsj,YD,B,,25,1.3
kt5zqa3y0l,YB,S,14.0,8,2.3
7f4shn83os,YC,B,6.0,4,1.1
lrgylsn763,YG,A,4.0,5,2.5
ymcewcv6u1,YE,S,4.0,6,3.8
vv6uswxsbv,YE,A,20.0,29,2.6
3diz4tsaj7,XZ,C,15.0,21,1.4
wddhfv9w8k,YD,S,17.0,12,1.2
bpr201obom,XX,A,18.0,18,3.8
jy9fxcakta,XX,B,5.0,2,0.6
qjya59o4nb,YD,C,14.0,20,1.8
m2utxpkrtm,YG,A,9.0,4,0.8
lvlx3dso5h,YF,S,,27,1.3
8g793o633h,YD,A,6.0,7,0.8
wk2h2twfqn,YG,C,3.0,1,4.4
ekzxegjy3o,YB,S,16.0,22,3.7
na8si3fomr,YE,C,3.0,2,2.8
fowlyvgb3b,XY,A,12.0,17,1.1
l1dz42rsnf,YF,B,14.0,18,2.6
rykfba7m13,YC,B,11.0,14,2.6
l28bpecjdm,YF,A,4.0,6,3.0
z5z2johygs,XY,A,6.0,8,0.3
max0y04owt,XZ,A,4.0,4,
5ujke63va9,YE,S,,5,2.3
7mjx1h751u,XX,C,,12,4.6
4trbl8bf39,YG,C,11.0,14,0.0
tkutciwwz2,YD,C,20.0,20,1.2
u3br6fkgi3,YD,A,9.0,9,0.5
yjhcayqubw,XX,C,19.0,9,3.8
upitejon8a,YF,A,4.0,6,1.6
egrveg1fiq,YE,S,18.0,15,4.2
88v6xz2kou,YA,B,9.0,9,4.2
fyzen10sgf,YG,A,11.0,16,3.3
alv325lsq5,YB,A,3.0,4,3.3
f4xpmt6asi,XY,B,13.0,12,3.5
h0y7zlotvp,YF,B,7.0,4,3.4
3mrp04dx67,YC,S,3.0,4,1.9
hmlerk8ckk,XZ,C,4.0,2,3.4
dgo8plo438,YD,A,18.0,26,4.5
dn8t8xv2l9,YF,C,8.0,10,1.7
w0u4sz97ww,XZ,A,6.0,5,4.7
uh3od1j8lz,XY,S,2.0,2,0.1
ztwuydeu1x,YD,B,9.0,6,1.7
k2debumcbz,YD,S,13.0,18,0.7
76om9secs4,YA,B,15.0,16,0.6
xvo1fy9u2j,YF,C,17.0,18,4.1
8lct5r4zfj,YE,C,11.0,9,4.6
0t31ybmfmk,XX,S,16.0,9,3.9
rzv1bc5pr0,XX,B,16.0,15,4.9
ue3wm4ik13,YB,S,11.0,12,1.1
6zy262xvim,YC,B,8.0,10,0.7
tt6u8653bi,XZ,B,4.0,2,2.6
qytrg9fkec,YF,C,3.0,4,4.1
3x6feny7rd,YG,C,7.0,3,0.2
cuv5pfyhq3,YC,B,10.0,12,5.0
xwjjex8fue,YA,B,11.0,15,3.0
hy7xdi18bm,YD,B,5.0,3,4.9
tcajugsnj9,YE,C,4.0,3,1.8
kgi52wkk5l,YF,C,10.0,8,2.3
